ID,booksName,Copys,borrows,category,price,cover
0001961721,"PADDINGTON GOES TO SALES L/CUB (Collins Colour Cubs)",5,0,NULL,NULL,http://images.amazon.com/images/P/0001961721.01.MZZZZZZZ.jpg
0001981307,"The Cross Rabbit (Percy's Park)",5,0,NULL,NULL,http://images.amazon.com/images/P/0001981307.01.MZZZZZZZ.jpg
0001981323,"The Badger's Bath (Percy's Park)",5,0,NULL,NULL,http://images.amazon.com/images/P/0001981323.01.MZZZZZZZ.jpg
0001981625,"The Sea of Tranquility",5,0,NULL,NULL,http://images.amazon.com/images/P/0001981625.01.MZZZZZZZ.jpg
0002000202,"Black Berry, Sweet Juice: On Being Black and White in Canada",5,0,NULL,NULL,http://images.amazon.com/images/P/0002000202.01.MZZZZZZZ.jpg
0002000288,"Farley: The Life of Farley Mowat",5,0,NULL,NULL,http://images.amazon.com/images/P/0002000288.01.MZZZZZZZ.jpg
0002000369,"Frederick Street: Living and Dying on Canada's Love Canal (Phyllis Bruce Books)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002000369.01.MZZZZZZZ.jpg
0002000547,"Fatal Passage: The Untold Story of John Rae, the Arctic Adventurer Who Discovered the Fate of Franklin",5,0,NULL,NULL,http://images.amazon.com/images/P/0002000547.01.MZZZZZZZ.jpg
0002005018,"Clara Callan",5,0,NULL,NULL,http://images.amazon.com/images/P/0002005018.01.MZZZZZZZ.jpg
0002005050,"The Romantic",5,0,NULL,NULL,http://images.amazon.com/images/P/0002005050.01.MZZZZZZZ.jpg
0002005395,Deafening,5,0,NULL,NULL,http://images.amazon.com/images/P/0002005395.01.MZZZZZZZ.jpg
0002005557,"A Blade of Grass",5,0,NULL,NULL,http://images.amazon.com/images/P/0002005557.01.MZZZZZZZ.jpg
0002006502,"The Devil Is Clever: A Memoir of My Romanian Mother",5,0,NULL,NULL,http://images.amazon.com/images/P/0002006502.01.MZZZZZZZ.jpg
0002006588,Vancouver,5,0,NULL,NULL,http://images.amazon.com/images/P/0002006588.01.MZZZZZZZ.jpg
0002111314,"The companion guide to Tuscany",5,0,NULL,NULL,http://images.amazon.com/images/P/0002111314.01.MZZZZZZZ.jpg
0002113570,"In the shadow of man;",5,0,NULL,NULL,http://images.amazon.com/images/P/0002113570.01.MZZZZZZZ.jpg
0002114038,"The Great Rebellion: Vol.1: The King's Peace 1637-1641",5,0,NULL,NULL,http://images.amazon.com/images/P/0002114038.01.MZZZZZZZ.jpg
0002115328,"Mother Teresa: Her people and her work",5,0,NULL,NULL,http://images.amazon.com/images/P/0002115328.01.MZZZZZZZ.jpg
0002116286,"There's A Seal in my Sleeping Bag",5,0,NULL,NULL,http://images.amazon.com/images/P/0002116286.01.MZZZZZZZ.jpg
0002118572,"Time and chance: An autobiography",5,0,NULL,NULL,http://images.amazon.com/images/P/0002118572.01.MZZZZZZZ.jpg
0002118580,"Audacity to believe",5,0,NULL,NULL,http://images.amazon.com/images/P/0002118580.01.MZZZZZZZ.jpg
0002130289,"The badger (A New naturalist monograph)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002130289.01.MZZZZZZZ.jpg
0002153572,"Wild swans: Three daughters of China",5,0,NULL,NULL,http://images.amazon.com/images/P/0002153572.01.MZZZZZZZ.jpg
0002154064,"All My Road Before Me: The Diary of C.S.Lewis 1922-27",5,0,NULL,NULL,http://images.amazon.com/images/P/0002154064.01.MZZZZZZZ.jpg
0002154390,"Videotrash &amp; Treasures: A Field Guide to the Video Unknown (Video Trash &amp; Treasures)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002154390.01.MZZZZZZZ.jpg
0002154900,"Anna and the Black Knight",5,0,NULL,NULL,http://images.amazon.com/images/P/0002154900.01.MZZZZZZZ.jpg
0002154978,"The Boy Who Couldn't Stop Washing: The Experience and Treatment of Obsessive-compulsive Disorder",5,0,NULL,NULL,http://images.amazon.com/images/P/0002154978.01.MZZZZZZZ.jpg
0002156083,"Of This and Other Worlds",5,0,NULL,NULL,http://images.amazon.com/images/P/0002156083.01.MZZZZZZZ.jpg
0002156601,"Perestroika : new thinking for our country and the world",5,0,NULL,NULL,http://images.amazon.com/images/P/0002156601.01.MZZZZZZZ.jpg
0002156970,"Inside memory: Pages from a writer's workbook",5,0,NULL,NULL,http://images.amazon.com/images/P/0002156970.01.MZZZZZZZ.jpg
0002157101,"Roseanne: My Life as a Woman",5,0,NULL,NULL,http://images.amazon.com/images/P/0002157101.01.MZZZZZZZ.jpg
0002157411,"King Edward VIII: The official biography",5,0,NULL,NULL,http://images.amazon.com/images/P/0002157411.01.MZZZZZZZ.jpg
0002157446,"The valour and the horror: The untold story of Canadians in the Second World War",5,0,NULL,NULL,http://images.amazon.com/images/P/0002157446.01.MZZZZZZZ.jpg
0002157853,"Shifting Gears: Thriving in the New Economy",5,0,NULL,NULL,http://images.amazon.com/images/P/0002157853.01.MZZZZZZZ.jpg
0002157950,"Faultlines: Struggling for a Canadian vision",5,0,NULL,NULL,http://images.amazon.com/images/P/0002157950.01.MZZZZZZZ.jpg
0002158698,"Challenge to Civilization a History Of",5,0,NULL,NULL,http://images.amazon.com/images/P/0002158698.01.MZZZZZZZ.jpg
0002158973,"Landscape and Memory",5,0,NULL,NULL,http://images.amazon.com/images/P/0002158973.01.MZZZZZZZ.jpg
0002159767,"China Tide",5,0,NULL,NULL,http://images.amazon.com/images/P/0002159767.01.MZZZZZZZ.jpg
0002160099,"Living through the Blitz",5,0,NULL,NULL,http://images.amazon.com/images/P/0002160099.01.MZZZZZZZ.jpg
0002160595,"C. S. Lewis: A biography",5,0,NULL,NULL,http://images.amazon.com/images/P/0002160595.01.MZZZZZZZ.jpg
0002162857,"Bedside Guardian 29",5,0,NULL,NULL,http://images.amazon.com/images/P/0002162857.01.MZZZZZZZ.jpg
0002163578,"Cry of the Kalahari",5,0,NULL,NULL,http://images.amazon.com/images/P/0002163578.01.MZZZZZZZ.jpg
0002163713,"Cary Grant, haunted idol",5,0,NULL,NULL,http://images.amazon.com/images/P/0002163713.01.MZZZZZZZ.jpg
0002164868,"Loving hands: The traditional Indian art of baby massage",5,0,NULL,NULL,http://images.amazon.com/images/P/0002164868.01.MZZZZZZZ.jpg
0002165368,"Arthur C. Clarke's mysterious world",5,0,NULL,NULL,http://images.amazon.com/images/P/0002165368.01.MZZZZZZZ.jpg
0002166607,"Travelling reserve",5,0,NULL,NULL,http://images.amazon.com/images/P/0002166607.01.MZZZZZZZ.jpg
0002166631,"Arthur Bryant: Portrait of a historian",5,0,NULL,NULL,http://images.amazon.com/images/P/0002166631.01.MZZZZZZZ.jpg
0002166798,"Arthur C. Clarke's World of strange powers",5,0,NULL,NULL,http://images.amazon.com/images/P/0002166798.01.MZZZZZZZ.jpg
0002166828,"Memoirs of a great Canadian detective: Incidents in the life of John Wilson Murray",5,0,NULL,NULL,http://images.amazon.com/images/P/0002166828.01.MZZZZZZZ.jpg
0002167425,"The stationary ark",5,0,NULL,NULL,http://images.amazon.com/images/P/0002167425.01.MZZZZZZZ.jpg
0002169290,"For Goodness Sake",5,0,NULL,NULL,http://images.amazon.com/images/P/0002169290.01.MZZZZZZZ.jpg
0002172739,"Bonnie Sterns Cuisinart Cookbook",5,0,NULL,NULL,http://images.amazon.com/images/P/0002172739.01.MZZZZZZZ.jpg
0002173611,"The fatal shore: A history of the transportation of convicts to Australia, 1787-1868",5,0,NULL,NULL,http://images.amazon.com/images/P/0002173611.01.MZZZZZZZ.jpg
0002174154,"Back to Cape Horn",5,0,NULL,NULL,http://images.amazon.com/images/P/0002174154.01.MZZZZZZZ.jpg
0002176084,"The diaries of Lord Louis Mountbatten, 1920-1922: Tours with the Prince of Wales",5,0,NULL,NULL,http://images.amazon.com/images/P/0002176084.01.MZZZZZZZ.jpg
0002176181,"Arthur C. Clarke's chronicles of the strange and mysterious",5,0,NULL,NULL,http://images.amazon.com/images/P/0002176181.01.MZZZZZZZ.jpg
0002176432,"The Financial post selects the 100 best companies to work for in Canada",5,0,NULL,NULL,http://images.amazon.com/images/P/0002176432.01.MZZZZZZZ.jpg
0002177803,"Still Dancing: My Story",5,0,NULL,NULL,http://images.amazon.com/images/P/0002177803.01.MZZZZZZZ.jpg
0002179687,"Christmas in America: Images of the Holiday Season by 100 of America's Leading Photographers",5,0,NULL,NULL,http://images.amazon.com/images/P/0002179687.01.MZZZZZZZ.jpg
0002179695,"A Day in the Life of the Soviet Union",5,0,NULL,NULL,http://images.amazon.com/images/P/0002179695.01.MZZZZZZZ.jpg
0002181924,"The Illustrated Brontes of Haworth: Scenes and Characters from the Lives and Writings of the Bronte Sisters (Willow Books)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002181924.01.MZZZZZZZ.jpg
0002184974,"Nigel Mansell My Autobiography",5,0,NULL,NULL,http://images.amazon.com/images/P/0002184974.01.MZZZZZZZ.jpg
0002187272,"Mr. Wright",5,0,NULL,NULL,http://images.amazon.com/images/P/0002187272.01.MZZZZZZZ.jpg
0002189569,"Botham's Century: My 100 Great Cricketing Characters",5,0,NULL,NULL,http://images.amazon.com/images/P/0002189569.01.MZZZZZZZ.jpg
0002190206,"Heathlands (The New naturalist library)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002190206.01.MZZZZZZZ.jpg
0002190915,"Life on earth: A natural history",5,0,NULL,NULL,http://images.amazon.com/images/P/0002190915.01.MZZZZZZZ.jpg
0002191792,"Birds of East Africa (Collins Field Guides)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002191792.01.MZZZZZZZ.jpg
0002192152,"National Parks of East Africa (Collins Field Guides)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002192152.01.MZZZZZZZ.jpg
0002195690,"Richard Bell's Britain",5,0,NULL,NULL,http://images.amazon.com/images/P/0002195690.01.MZZZZZZZ.jpg
0002197154,"The wild flowers of Britain and northern Europe",5,0,NULL,NULL,http://images.amazon.com/images/P/0002197154.01.MZZZZZZZ.jpg
0002197286,"Collins Bird Guide: The Most Complete Field Guide to the Birds of Britain and Europe",5,0,NULL,NULL,http://images.amazon.com/images/P/0002197286.01.MZZZZZZZ.jpg
0002198274,"The first Eden: The Mediterranean world and man",5,0,NULL,NULL,http://images.amazon.com/images/P/0002198274.01.MZZZZZZZ.jpg
0002199009,"Collins Field Guide Birds of Britain and Europe",5,0,NULL,NULL,http://images.amazon.com/images/P/0002199009.01.MZZZZZZZ.jpg
0002199793,"Collins Pocket Guide to Stars and Planets",5,0,NULL,NULL,http://images.amazon.com/images/P/0002199793.01.MZZZZZZZ.jpg
0002200309,"Seashore (Collins New Naturalist)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002200309.01.MZZZZZZZ.jpg
0002200813,"Lichens (New Naturalist)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002200813.01.MZZZZZZZ.jpg
0002200821,"Lichens (New Naturalist)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002200821.01.MZZZZZZZ.jpg
0002201402,"British Bats (Collins New Naturalist)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002201402.01.MZZZZZZZ.jpg
0002201410,"Moths (New Naturalist)",5,0,NULL,NULL,http://images.amazon.com/images/P/0002201410.01.MZZZZZZZ.jpg
0002201453,"Loch Lomondside",5,0,NULL,NULL,http://images.amazon.com/images/P/0002201453.01.MZZZZZZZ.jpg
0002202107,"HOUSE DOCTOR",5,0,NULL,NULL,http://images.amazon.com/images/P/0002202107.01.MZZZZZZZ.jpg
0002210436,"Agent In Place",5,0,NULL,NULL,http://images.amazon.com/images/P/0002210436.01.MZZZZZZZ.jpg
0002210479,"A bridge of magpies",5,0,NULL,NULL,http://images.amazon.com/images/P/0002210479.01.MZZZZZZZ.jpg
0002210843,"Bear Island",5,0,NULL,NULL,http://images.amazon.com/images/P/0002210843.01.MZZZZZZZ.jpg
0002210967,"The black moon;: A novel of Cornwall, 1794-5",5,0,NULL,NULL,http://images.amazon.com/images/P/0002210967.01.MZZZZZZZ.jpg
0002211483,Dragonmede,5,0,NULL,NULL,http://images.amazon.com/images/P/0002211483.01.MZZZZZZZ.jpg
0002211890,"The devil is loose",5,0,NULL,NULL,http://images.amazon.com/images/P/0002211890.01.MZZZZZZZ.jpg
0002212064,"The Echoing Grove",5,0,NULL,NULL,http://images.amazon.com/images/P/0002212064.01.MZZZZZZZ.jpg
0002212080,"The eagle has landed",5,0,NULL,NULL,http://images.amazon.com/images/P/0002212080.01.MZZZZZZZ.jpg
0002213656,"Peter's pence;: A novel",5,0,NULL,NULL,http://images.amazon.com/images/P/0002213656.01.MZZZZZZZ.jpg
0002214067,"King Cotton",5,0,NULL,NULL,http://images.amazon.com/images/P/0002214067.01.MZZZZZZZ.jpg
0002215039,"My Son, My Son",5,0,NULL,NULL,http://images.amazon.com/images/P/0002215039.01.MZZZZZZZ.jpg
0002215470,"Breakheart Pass",5,0,NULL,NULL,http://images.amazon.com/images/P/0002215470.01.MZZZZZZZ.jpg
0002215497,"The private life of Mona Lisa",5,0,NULL,NULL,http://images.amazon.com/images/P/0002215497.01.MZZZZZZZ.jpg
0002215810,"Lord of the Far Island",5,0,NULL,NULL,http://images.amazon.com/images/P/0002215810.01.MZZZZZZZ.jpg
0002215837,"The enemy",5,0,NULL,NULL,http://images.amazon.com/images/P/0002215837.01.MZZZZZZZ.jpg
0002216140,Offshore,5,0,NULL,NULL,http://images.amazon.com/images/P/0002216140.01.MZZZZZZZ.jpg
0002216485,"Puppet on a chain",5,0,NULL,NULL,http://images.amazon.com/images/P/0002216485.01.MZZZZZZZ.jpg
0002216582,"The perfect carrier",5,0,NULL,NULL,http://images.amazon.com/images/P/0002216582.01.MZZZZZZZ.jpg
0002217422,"The spoilers",5,0,NULL,NULL,http://images.amazon.com/images/P/0002217422.01.MZZZZZZZ.jpg
0002219336,"The woman destroyed;",5,0,NULL,NULL,http://images.amazon.com/images/P/0002219336.01.MZZZZZZZ.jpg
0002219476,"The way to dusty death",5,0,NULL,NULL,http://images.amazon.com/images/P/0002219476.01.MZZZZZZZ.jpg
0002219697,Trigger,5,0,NULL,NULL,http://images.amazon.com/images/P/0002219697.01.MZZZZZZZ.jpg
0002219808,"The Zhukov briefing",5,0,NULL,NULL,http://images.amazon.com/images/P/0002219808.01.MZZZZZZZ.jpg
0002219980,Contract,5,0,NULL,NULL,http://images.amazon.com/images/P/0002219980.01.MZZZZZZZ.jpg
0002220032,Airscream,5,0,NULL,NULL,http://images.amazon.com/images/P/0002220032.01.MZZZZZZZ.jpg
0002220776,"I Heard the Owl Call My Name",5,0,NULL,NULL,http://images.amazon.com/images/P/0002220776.01.MZZZZZZZ.jpg
0002221160,Solo,5,0,NULL,NULL,http://images.amazon.com/images/P/0002221160.01.MZZZZZZZ.jpg
0002222469,"The four swans: A novel of Cornwall 1795-7",5,0,NULL,NULL,http://images.amazon.com/images/P/0002222469.01.MZZZZZZZ.jpg
0002222590,"The Golden Gate",5,0,NULL,NULL,http://images.amazon.com/images/P/0002222590.01.MZZZZZZZ.jpg
0002222671,"The navigator",5,0,NULL,NULL,http://images.amazon.com/images/P/0002222671.01.MZZZZZZZ.jpg
0002222752,"Goodbye California",5,0,NULL,NULL,http://images.amazon.com/images/P/0002222752.01.MZZZZZZZ.jpg
0002223198,"The weaver's apprentice",5,0,NULL,NULL,http://images.amazon.com/images/P/0002223198.01.MZZZZZZZ.jpg
0002223368,"Open Secret",5,0,NULL,NULL,http://images.amazon.com/images/P/0002223368.01.MZZZZZZZ.jpg
0002223589,"Bahama Crisis",5,0,NULL,NULL,http://images.amazon.com/images/P/0002223589.01.MZZZZZZZ.jpg
0002223929,"Men on white horses",5,0,NULL,NULL,http://images.amazon.com/images/P/0002223929.01.MZZZZZZZ.jpg
0002224216,"The angry tide: A novel of Cornwall, 1798-9",5,0,NULL,NULL,http://images.amazon.com/images/P/0002224216.01.MZZZZZZZ.jpg
0002224356,"Black Camelot",5,0,NULL,NULL,http://images.amazon.com/images/P/0002224356.01.MZZZZZZZ.jpg
0002224607,"Storm warning",5,0,NULL,NULL,http://images.amazon.com/images/P/0002224607.01.MZZZZZZZ.jpg
0002224682,Seawitch,5,0,NULL,NULL,http://images.amazon.com/images/P/0002224682.01.MZZZZZZZ.jpg
0002226162,"The stranger from the sea: A novel of Cornwall 1810-1811",5,0,NULL,NULL,http://images.amazon.com/images/P/0002226162.01.MZZZZZZZ.jpg
0002227045,"The phoenix tree",5,0,NULL,NULL,http://images.amazon.com/images/P/0002227045.01.MZZZZZZZ.jpg
0002227150,"White Gold Wielder",5,0,NULL,NULL,http://images.amazon.com/images/P/0002227150.01.MZZZZZZZ.jpg
0002228394,"How to Shoot an Amateur Naturalist",5,0,NULL,NULL,http://images.amazon.com/images/P/0002228394.01.MZZZZZZZ.jpg
0002228424,"Kootenay Kidnapper",5,0,NULL,NULL,http://images.amazon.com/images/P/0002228424.01.MZZZZZZZ.jpg
0002228556,"Final Decree",5,0,NULL,NULL,http://images.amazon.com/images/P/0002228556.01.MZZZZZZZ.jpg
0002229544,"Cold New Dawn",5,0,NULL,NULL,http://images.amazon.com/images/P/0002229544.01.MZZZZZZZ.jpg
0002231352,"Chapter of Echoes",5,0,NULL,NULL,http://images.amazon.com/images/P/0002231352.01.MZZZZZZZ.jpg
0002231441,"Family business",5,0,NULL,NULL,http://images.amazon.com/images/P/0002231441.01.MZZZZZZZ.jpg
0002233495,"The cloning of Joanna May",5,0,NULL,NULL,http://images.amazon.com/images/P/0002233495.01.MZZZZZZZ.jpg
0002233509,"Darcys Utopia",5,0,NULL,NULL,http://images.amazon.com/images/P/0002233509.01.MZZZZZZZ.jpg
0002233711,"Well of Time Uk",5,0,NULL,NULL,http://images.amazon.com/images/P/0002233711.01.MZZZZZZZ.jpg
0002234424,"A song at twilight",5,0,NULL,NULL,http://images.amazon.com/images/P/0002234424.01.MZZZZZZZ.jpg
0002234440,"The Raven on the Water",5,0,NULL,NULL,http://images.amazon.com/images/P/0002234440.01.MZZZZZZZ.jpg
0002234491,"Wall games",5,0,NULL,NULL,http://images.amazon.com/images/P/0002234491.01.MZZZZZZZ.jpg
0002234734,"The Colours of Her Day",5,0,NULL,NULL,http://images.amazon.com/images/P/0002234734.01.MZZZZZZZ.jpg
0002234947,"Miss Hobbema Pageant",5,0,NULL,NULL,http://images.amazon.com/images/P/0002234947.01.MZZZZZZZ.jpg
0002235013,"Alistair MacLean's Night Watch",5,0,NULL,NULL,http://images.amazon.com/images/P/0002235013.01.MZZZZZZZ.jpg
0002235390,"The Way We Lived Then: The \English Story\" in the 1940s"",5,0,NULL,NULL,http://images.amazon.com/images/P/0002235390.01.MZZZZZZZ.jpg
0002237458,"Headhunter: A novel",5,0,NULL,NULL,http://images.amazon.com/images/P/0002237458.01.MZZZZZZZ.jpg
0002237520,"Box socials: A novel",5,0,NULL,NULL,http://images.amazon.com/images/P/0002237520.01.MZZZZZZZ.jpg
0002237857,"The Trojan Hearse",5,0,NULL,NULL,http://images.amazon.com/images/P/0002237857.01.MZZZZZZZ.jpg
0002238861,"To Play the King",5,0,NULL,NULL,http://images.amazon.com/images/P/0002238861.01.MZZZZZZZ.jpg
0002239183,Affliction,5,0,NULL,NULL,http://images.amazon.com/images/P/0002239183.01.MZZZZZZZ.jpg
0002239213,"Wicked women: A collection of short stories",5,0,NULL,NULL,http://images.amazon.com/images/P/0002239213.01.MZZZZZZZ.jpg
0002240009,"One good story, that one: Stories",5,0,NULL,NULL,http://images.amazon.com/images/P/0002240009.01.MZZZZZZZ.jpg
0002240017,"Wedding cakes, rats, and rodeo queens",5,0,NULL,NULL,http://images.amazon.com/images/P/0002240017.01.MZZZZZZZ.jpg
0002240114,"The Dixon Cornbelt League and other baseball stories",5,0,NULL,NULL,http://images.amazon.com/images/P/0002240114.01.MZZZZZZZ.jpg
0002241358,"Cocaine nights",5,0,NULL,NULL,http://images.amazon.com/images/P/0002241358.01.MZZZZZZZ.jpg
0002241447,"The Thief of Always: A Fable",5,0,NULL,NULL,http://images.amazon.com/images/P/0002241447.01.MZZZZZZZ.jpg
0002242591,"Finding Moon",5,0,NULL,NULL,http://images.amazon.com/images/P/0002242591.01.MZZZZZZZ.jpg
