ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,copys,borrows
0679809015,"Open the Barn Door, Find a Cow (A Chunky Flap Book)","Christopher Santoro",1993,"Random House Books for Young Readers",http://images.amazon.com/images/P/0679809015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679809015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679809015.01.LZZZZZZZ.jpg,5,0
0679745424,"Playing in the Dark: Whiteness and the Literary Imagination","Toni Morrison",1993,"Vintage Books USA",http://images.amazon.com/images/P/0679745424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745424.01.LZZZZZZZ.jpg,5,0
0892966076,"The Shy Tulip Murders","Rebecca Rothenberg",1996,"Warner Books Inc",http://images.amazon.com/images/P/0892966076.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892966076.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892966076.01.LZZZZZZZ.jpg,5,0
0312869274,Vengeance,"Stuart M. Kaminsky",1999,"St Martins Pr",http://images.amazon.com/images/P/0312869274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312869274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312869274.01.LZZZZZZZ.jpg,5,0
0439249546,"Harry Potter Hardcover Box Set (Books 1-4)","J. K. Rowling",2001,Scholastic,http://images.amazon.com/images/P/0439249546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439249546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439249546.01.LZZZZZZZ.jpg,5,0
0849958016,"Touched By An Angel: Unlikely Friends (Touched By An Angel)","Monica Hall",1999,"Tommy Nelson",http://images.amazon.com/images/P/0849958016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849958016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849958016.01.LZZZZZZZ.jpg,5,0
0307100758,"Porky Pig Counting/Super Shape","Golden Books",1990,"Golden Books",http://images.amazon.com/images/P/0307100758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307100758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307100758.01.LZZZZZZZ.jpg,5,0
0345444965,"Growing Up X","Ilyasah Shabazz",2003,"One World",http://images.amazon.com/images/P/0345444965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345444965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345444965.01.LZZZZZZZ.jpg,5,0
0590133624,"Agnes the Sheep (Hippo Funny S.)","William Taylor",1997,"Scholastic Hippo",http://images.amazon.com/images/P/0590133624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590133624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590133624.01.LZZZZZZZ.jpg,5,0
0061020060,Deepsix,"Jack McDevitt",2002,Eos,http://images.amazon.com/images/P/0061020060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020060.01.LZZZZZZZ.jpg,5,0
0451402367,"Malice in Maggody (Arly Hanks Mysteries (Paperback))","Joan Hess",1996,"Onyx Books",http://images.amazon.com/images/P/0451402367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451402367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451402367.01.LZZZZZZZ.jpg,5,0
0684850303,"DANGEROUS KISS : A NOVEL (Lucky Santangelo Novels (Hardcover))","Jackie Collins",1999,"Simon &amp; Schuster",http://images.amazon.com/images/P/0684850303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684850303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684850303.01.LZZZZZZZ.jpg,5,0
0252023390,"Shadows of Treblinka","Miriam Kuperhand",1998,"University of Illinois Press",http://images.amazon.com/images/P/0252023390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0252023390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0252023390.01.LZZZZZZZ.jpg,5,0
0684717646,"The LAST TYCOON","F. Scott Fitzgerald",1970,"Scribner Paper Fiction",http://images.amazon.com/images/P/0684717646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684717646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684717646.01.LZZZZZZZ.jpg,5,0
8830417165,"Codice ombra: Romanzo (La gaja scienza)","Mario Biondi",1999,Longanesi,http://images.amazon.com/images/P/8830417165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8830417165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8830417165.01.LZZZZZZZ.jpg,5,0
0743212843,"MARITAL AFFAIRS","Sharleen Cooper Cohen",2001,Touchstone,http://images.amazon.com/images/P/0743212843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743212843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743212843.01.LZZZZZZZ.jpg,5,0
0932212921,"Mysteries and Histories: Shipwrecks of the Great Lakes","Wes Oleszewski",1997,"Avery Color Studios",http://images.amazon.com/images/P/0932212921.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0932212921.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0932212921.01.LZZZZZZZ.jpg,5,0
0140183078,"The Go-Between (Penguin Twentieth-Century Classics)","L. P. Hartley",1994,"Penguin USA",http://images.amazon.com/images/P/0140183078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140183078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140183078.01.LZZZZZZZ.jpg,5,0
0684849321,"CAREFUL WHAT YOU WISH FOR : A NOVEL","Myrlin A. Hermes",1999,"Simon &amp; Schuster",http://images.amazon.com/images/P/0684849321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684849321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684849321.01.LZZZZZZZ.jpg,5,0
0916211045,"Palladium Role-Playing Game","Kevin Siembieda",1984,"Palladium Books Inc",http://images.amazon.com/images/P/0916211045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0916211045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0916211045.01.LZZZZZZZ.jpg,5,0
0897332024,"The Age of Agony: The Art of Healing, C 1700-1800","Guy R. Williams",1986,"Academy Chicago Pub",http://images.amazon.com/images/P/0897332024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0897332024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0897332024.01.LZZZZZZZ.jpg,5,0
